frame_index,file,split,refine_mode,candidate_label,sigma_x_lr_px,sigma_y_lr_px,angle_deg,initial_dx_px,initial_dy_px,delta_dx_px,delta_dy_px,refined_dx_px,refined_dy_px,band_mse,band_rms,full_mse,full_rms
13,4_2_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,1.1627159118652344,-1.8715275526046753,2.384185791015625e-07,-0.19999992847442627,1.1627161502838135,-2.0715274810791016,0.01160241316995045,0.1077144984203633,547.8091633214698,23.4053233970708
14,6_2_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,1.06400728225708,-1.92201828956604,2.384185791015625e-07,-0.19999980926513672,1.0640075206756592,-2.1220180988311768,0.011570060709014103,0.10756421667550088,546.9438633582516,23.386830981521452
16,10_2_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,1.1350409984588623,-2.0135385990142822,-0.1999998688697815,-0.19999980926513672,0.9350411295890808,-2.213538408279419,0.011611946213297907,0.10775874077446296,546.2227366762886,23.37140853000282
17,12_2_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,1.0508872270584106,-2.0685088634490967,-0.1999998688697815,-0.2999999523162842,0.8508873581886292,-2.368508815765381,0.01166430663964566,0.108001419618659,545.2362636449882,23.35029472287209
18,14_2_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.960929811000824,-2.1068992614746094,-0.2999998927116394,-0.2999999523162842,0.6609299182891846,-2.4068992137908936,0.011646048180026316,0.10791685771938653,545.6985757752539,23.36019211768717
19,16_2_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.8813032507896423,-1.9109996557235718,-0.2999998927116394,-0.49999988079071045,0.5813033580780029,-2.4109995365142822,0.011549872770563976,0.10747033437448669,545.314906673332,23.351978645787856
21,20_2_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.9474141597747803,-2.008958578109741,-0.4999999403953552,-0.5,0.44741421937942505,-2.508958578109741,0.011429454775746898,0.1069086281632446,545.4905898868687,23.35573997729185
22,24_2_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.0016808033687993884,-2.171370506286621,0.30000025033950806,-0.39999985694885254,0.3016810417175293,-2.5713703632354736,0.011552953276347418,0.10748466530788203,545.0837248120196,23.347028179449726
23,28_2_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.08120862394571304,-2.0160889625549316,1.7881393432617188e-07,-0.7000000476837158,0.08120880275964737,-2.7160890102386475,0.011548093180275614,0.10746205460661737,545.244518400553,23.350471481333155
24,32_2_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,-0.07099370658397675,-2.9083006381988525,1.7881393432617188e-07,2.384185791015625e-07,-0.07099352777004242,-2.9083003997802734,0.011423711141839604,0.10688176243793701,544.9376315821154,23.3438992368909
26,40_2_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,-0.14448285102844238,-2.88249135017395,-0.2999998927116394,-0.19999980926513672,-0.4444827437400818,-3.082491159439087,0.011424103943496251,0.10688359997444066,544.8445821154198,23.341906137147838
27,0_4_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,1.1127970218658447,-1.000896692276001,2.384185791015625e-07,-0.7000000476837158,1.1127972602844238,-1.7008967399597168,0.011527046971766998,0.10736408604261947,544.7907233001837,23.340752415039745
28,2_4_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,1.0408203601837158,-1.8114323616027832,2.384185791015625e-07,2.384185791015625e-07,1.040820598602295,-1.811432123184204,0.011418373203444746,0.10685678828902143,544.3954229181244,23.33228284840822
29,4_4_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.9386438727378845,-1.8602831363677979,1.7881393432617188e-07,2.384185791015625e-07,0.9386440515518188,-1.8602828979492188,0.01135577182289401,0.10656346382740198,544.4594918363736,23.333655775218197
31,8_4_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,1.0084733963012695,-1.962645173072815,-0.2999998927116394,1.1920928955078125e-07,0.7084735035896301,-1.9626450538635254,0.011351017114875118,0.10654115221300696,544.361534862648,23.3315566317948
32,10_4_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.9266839623451233,-2.0147392749786377,-0.2999998927116394,2.384185791015625e-07,0.6266840696334839,-2.0147390365600586,0.01125510895289444,0.10609009827921945,544.3970559332242,23.332317843138178
33,12_4_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,1.0801358222961426,-2.0452322959899902,-0.4999999403953552,2.384185791015625e-07,0.5801358819007874,-2.045232057571411,0.011196474223304623,0.10581339340227504,544.3054851246549,23.330355443598688
34,14_4_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,1.0002788305282593,-2.101205348968506,-0.4999999403953552,2.384185791015625e-07,0.500278890132904,-2.1012051105499268,0.011175247768684442,0.10571304445849831,544.2093528130177,23.32829511158108
36,18_4_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.8204900622367859,-1.9427326917648315,-0.4999999403953552,-0.19999992847442627,0.32049012184143066,-2.142732620239258,0.011222807602428228,0.10593775343298643,544.966375748299,23.344514896401233
37,20_4_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.1787743866443634,-2.0180938243865967,1.7881393432617188e-07,-0.19999980926513672,0.17877456545829773,-2.2180936336517334,0.011217613332790675,0.10591323492741912,544.2675153813211,23.329541688196986
38,24_4_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.020584721118211746,-2.140014171600342,1.7881393432617188e-07,-0.2999999523162842,0.020584899932146072,-2.440014123916626,0.011080599842528805,0.10526442819171539,544.6617804805699,23.337990069424784
39,28_4_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.11095932126045227,-1.9935978651046753,-0.1999998688697815,-0.49999988079071045,-0.08904054760932922,-2.4935977458953857,0.011043306275168491,0.10508713658278301,544.9290548707711,23.343715532681834
41,36_4_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.048407312482595444,-3.001477003097534,-0.4999999403953552,0.3000001907348633,-0.4515926241874695,-2.701476812362671,0.01108752917219001,0.10529733696627853,545.3851658147928,23.353482948262617
42,40_4_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,-0.10440709441900253,-2.8690478801727295,-0.49999991059303284,2.384185791015625e-07,-0.604407012462616,-2.8690476417541504,0.011059864537553026,0.10516589056130807,544.3340622779272,23.330967881293034
43,0_6_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,1.139190435409546,-0.9725443124771118,-0.1999998688697815,-0.49999988079071045,0.9391905665397644,-1.4725441932678223,0.01105186293188023,0.10512784089802392,544.5605934803034,23.335822108515984
44,2_6_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,1.0614408254623413,-1.0243074893951416,-0.1999998688697815,-0.5,0.8614409565925598,-1.5243074893951416,0.011077669493412512,0.1052505082810174,545.2320758347585,23.350205049094505
46,6_6_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.8841658234596252,-1.1197679042816162,-0.2999998927116394,-0.5,0.5841659307479858,-1.6197679042816162,0.01098543590287326,0.10481143021099015,544.7507140035391,23.339895329746856
47,8_6_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,1.034535527229309,-1.1661080121994019,-0.4999999403953552,-0.49999988079071045,0.5345355868339539,-1.6661078929901123,0.010925216126823333,0.10452375867152565,544.7816193409072,23.34055739139293
48,10_6_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.9558672904968262,-1.9894099235534668,-0.4999999403953552,0.20000028610229492,0.45586735010147095,-1.7894096374511719,0.010946888923545912,0.10462738132795789,544.177945278141,23.32762193791174
49,12_6_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.8609456419944763,-2.0191574096679688,-0.4999999403953552,0.20000028610229492,0.3609457015991211,-1.8191571235656738,0.01091774337543995,0.10448800589273369,544.1864298886022,23.32780379479822
51,20_6_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.18174785375595093,-1.9116148948669434,1.7881393432617188e-07,2.384185791015625e-07,0.18174803256988525,-1.9116146564483643,0.010824820067878091,0.10404239553123569,545.1173857675592,23.347749051408773
52,24_6_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,-0.017913121730089188,-2.022829532623291,1.7881393432617188e-07,2.384185791015625e-07,-0.01791294291615486,-2.022829294204712,0.01069287773240055,0.1034063718172171,543.9879107662728,23.323548417131402
53,28_6_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.07988239079713821,-1.8980789184570312,-0.1999998688697815,-0.19999980926513672,-0.12011747807264328,-2.098078727722168,0.010712227789036265,0.10349989270060267,544.3531123508347,23.331376134956866
54,32_6_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,-0.08162592351436615,-2.000687599182129,-0.2999998927116394,-0.19999980926513672,-0.38162583112716675,-2.2006874084472656,0.010813033919830286,0.1039857390214172,544.0424285686344,23.324717116583308
56,40_6_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,-0.15991386771202087,-1.9840278625488281,-0.49999991059303284,-0.5,-0.6599137783050537,-2.484027862548828,0.010730100481705869,0.10358619831669598,543.7164632848865,23.31772851898071
57,0_8_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,1.0937302112579346,-0.8584882616996765,-0.1999998688697815,-0.1999998688697815,0.8937303423881531,-1.058488130569458,0.010860852661472353,0.10421541470182016,543.7761323792827,23.319007963017697
58,2_8_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,1.0252892971038818,-0.9164329767227173,-0.2999998927116394,-0.19999992847442627,0.7252894043922424,-1.1164329051971436,0.01086921989955436,0.10425555092921604,543.7745330695712,23.318973671016725
59,4_8_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.9402161836624146,-0.9628430008888245,-0.2999998927116394,-0.1999998688697815,0.6402162909507751,-1.162842869758606,0.010825795801751968,0.10404708454229733,544.1113106114419,23.32619365887718
61,8_8_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,1.0183244943618774,-1.0574241876602173,-0.4999999403953552,-0.29999983310699463,0.5183245539665222,-1.357424020767212,0.01064344980376865,0.10316709651710011,543.3828949362646,23.310574744872007
62,10_8_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.9195324778556824,-1.098434567451477,-0.4999999403953552,-0.29999983310699463,0.41953253746032715,-1.3984344005584717,0.010590735902846258,0.10291130114251913,542.9048531862543,23.300318735722357
63,12_8_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.8347023129463196,-1.1555465459823608,-0.4999999403953552,-0.29999983310699463,0.33470237255096436,-1.4555463790893555,0.0105379095261624,0.10265432054308479,543.7413040077321,23.318261170330263
64,14_8_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.19979065656661987,-0.9897752404212952,1.7881393432617188e-07,-0.4999999403953552,0.1997908353805542,-1.4897751808166504,0.01055020742631002,0.10271420265138614,543.1329075140117,23.30521202465259
66,18_8_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.02017774060368538,-1.0790547132492065,1.7881393432617188e-07,-0.49999988079071045,0.020177919417619705,-1.579054594039917,0.010420159942219542,0.10207918466670637,543.5435663929164,23.314020811368348
67,20_8_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,-0.05768480896949768,-1.1277670860290527,1.7881393432617188e-07,-0.5,-0.057684630155563354,-1.6277670860290527,0.01047896457281623,0.1023668138256546,543.5496905658015,23.314152151982743
68,24_8_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.026004604995250702,-1.9861406087875366,-0.1999998688697815,0.20000016689300537,-0.1739952564239502,-1.7861404418945312,0.010551096975225665,0.1027185327739141,543.6293186527435,23.315859809424644
69,28_8_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,-0.11152587831020355,-1.898226261138916,-0.2999998927116394,2.384185791015625e-07,-0.41152578592300415,-1.898226022720337,0.010377461610103982,0.10186982678940797,543.6503225023758,23.31631022486997
71,36_8_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,-0.17667484283447266,-1.8666595220565796,-0.4999999403953552,-0.19999992847442627,-0.6766747832298279,-2.066659450531006,0.01040992338212175,0.10202903205520354,543.2657949181186,23.308062873566275
72,40_8_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,-0.8978931307792664,-2.0108156204223633,1.7881393432617188e-07,-0.19999980926513672,-0.897892951965332,-2.2108154296875,0.010498099167988313,0.10246023212929158,543.6446948423915,23.316189543799634
73,0_10_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.9027494788169861,-0.8564404249191284,-0.2999998927116394,1.7881393432617188e-07,0.6027495861053467,-0.8564402461051941,0.010532776759955927,0.10262931725367722,542.8056253946094,23.29818931579468
74,2_10_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,1.0750166177749634,-0.9150791764259338,-0.4999999403953552,1.7881393432617188e-07,0.5750166773796082,-0.9150789976119995,0.010452819098085878,0.10223902923094427,543.0721301347498,23.30390804424764
76,6_10_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.8989937901496887,-0.9938643574714661,-0.4999999403953552,1.7881393432617188e-07,0.3989938497543335,-0.9938641786575317,0.010293422956306171,0.10145650770801334,542.9203305131593,23.300650860290563
77,8_10_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.8144749402999878,-1.0489940643310547,-0.4999999403953552,2.384185791015625e-07,0.31447499990463257,-1.0489938259124756,0.010292749691887605,0.10145318965851988,542.6598427589008,23.295060479829214
78,10_10_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.18036480247974396,-0.8792535662651062,1.7881393432617188e-07,-0.1999998688697815,0.18036498129367828,-1.0792534351348877,0.010210807261150848,0.10104853913417476,542.5747427057265,23.293233839587977
79,12_10_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.08985799551010132,-0.9332243800163269,1.7881393432617188e-07,-0.1999998688697815,0.08985817432403564,-1.1332242488861084,0.01016783130349528,0.10083566483886185,542.6098337232559,23.293987072273733
81,16_10_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,-0.0832882970571518,-1.0304324626922607,1.7881393432617188e-07,-0.19999980926513672,-0.08328811824321747,-1.2304322719573975,0.010142173410236415,0.10070835819452334,542.4661369251162,23.290902449778887
82,18_10_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.07531921565532684,-1.073779821395874,-0.1999998688697815,-0.2999999523162842,-0.12468065321445465,-1.3737797737121582,0.010126808117995375,0.10063204319696274,542.6278511507626,23.29437380894285
83,20_10_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,-0.005231152288615704,-1.1244308948516846,-0.1999998688697815,-0.2999999523162842,-0.20523102581501007,-1.4244308471679688,0.010129056265100165,0.100643212712533,542.4661672198838,23.29090310013512
84,24_10_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.07694685459136963,-0.979080080986023,-0.4999999403953552,-0.49999988079071045,-0.4230530858039856,-1.4790799617767334,0.00999394228718894,0.09996970684756928,542.9917049235654,23.302182406881236
86,32_10_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,-0.7626378536224365,-1.9455702304840088,1.7881393432617188e-07,0.20000028610229492,-0.7626376748085022,-1.7455699443817139,0.010156307439619358,0.10077850683364661,541.8916092902604,23.27856544742954
87,36_10_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,-0.9051929116249084,-1.8954275846481323,1.7881393432617188e-07,1.1920928955078125e-07,-0.9051927328109741,-1.8954274654388428,0.00999981912786077,0.09999909563521447,542.9173870048908,23.30058769655587
88,40_10_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,-1.0875853300094604,-2.014199733734131,1.1920928955078125e-07,2.384185791015625e-07,-1.087585210800171,-2.0141994953155518,0.009996361644084371,0.09998180656541655,542.186796063042,23.284904897015192
89,0_12_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.9269750118255615,-0.06995823979377747,-0.4999999403953552,-0.4999999701976776,0.4269750714302063,-0.5699582099914551,0.01015074966068277,0.10075092883285379,542.6698809996881,23.29527593740173
91,4_12_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.01550446730107069,-0.002178396563977003,0.20000022649765015,-0.699999988079071,0.2155046910047531,-0.7021783590316772,0.010163966791413693,0.10081650059099301,543.3014835704058,23.308828446972743
92,6_12_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.17301273345947266,-0.04078861325979233,1.7881393432617188e-07,-0.699999988079071,0.17301291227340698,-0.7407885789871216,0.010085606538400163,0.10042712053225544,543.096353217789,23.30442775992985
93,8_12_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.09599360078573227,-0.8338221907615662,-0.09999984502792358,1.7881393432617188e-07,-0.004006244242191315,-0.8338220119476318,0.00993463994222935,0.09967266396675345,542.7313670560399,23.296595610862113
94,10_12_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,-0.0040674349293112755,-0.8859525918960571,1.7881393432617188e-07,1.7881393432617188e-07,-0.004067256115376949,-0.8859524130821228,0.009851390186853347,0.09925416961948423,542.5424820858987,23.29254134022088
96,14_12_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.06052401289343834,-0.9844554662704468,-0.1999998688697815,1.7881393432617188e-07,-0.13947585225105286,-0.9844552874565125,0.009779292140262597,0.09889030357048459,542.9058632525971,23.300340410659178
97,16_12_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,-0.018786240369081497,-1.038451910018921,-0.2999998927116394,2.384185791015625e-07,-0.3187861442565918,-1.0384516716003418,0.009727922870088569,0.09863023304285846,542.4950883826154,23.29152396007216
98,18_12_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,-0.11219299584627151,-1.0735207796096802,-0.2999998927116394,1.1920928955078125e-07,-0.4121928811073303,-1.0735206604003906,0.009686428798618146,0.09841965656624771,542.5836906329213,23.293425910177344
99,20_12_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.05772626772522926,-0.878930389881134,-0.4999999403953552,-0.1999998688697815,-0.44227367639541626,-1.0789302587509155,0.009648567086742572,0.09822711991472911,541.6192252599873,23.272714179054994
101,28_12_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,-0.8107417225837708,-1.1391667127609253,1.7881393432617188e-07,-0.19999992847442627,-0.8107415437698364,-1.3391666412353516,0.009719848595126018,0.09858929249733978,541.8653534019992,23.278001490720786
102,32_12_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,-0.9755985140800476,-0.9935497641563416,1.7881393432617188e-07,-0.4999999403953552,-0.9755983352661133,-1.4935497045516968,0.009710663954136957,0.09854270117130419,542.3374939826671,23.28814062957082
103,36_12_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,-0.878322958946228,-1.1084918975830078,-0.19999992847442627,-0.5,-1.0783228874206543,-1.6084918975830078,0.009773452681182552,0.09886077422912766,541.8266377791083,23.277169883366582
104,40_12_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,-1.0451326370239258,-1.96857750415802,-0.19999980926513672,0.20000016689300537,-1.2451324462890625,-1.7685773372650146,0.009903499944877674,0.09951633004124336,542.012277213902,23.281157127898563
106,2_14_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.121847003698349,0.08661092817783356,1.7881393432617188e-07,-0.4999999403953552,0.12184718251228333,-0.41338902711868286,0.009810068844309777,0.09904579165370822,542.7050193866908,23.296030120745698
107,4_14_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.03742443025112152,0.03825382515788078,1.7881393432617188e-07,-0.4999999403953552,0.03742460906505585,-0.46174612641334534,0.00968960575880611,0.09843579510933058,542.8180723568923,23.298456437216874
108,6_14_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,-0.05036209523677826,-0.002258735941722989,1.7881393432617188e-07,-0.49999991059303284,-0.05036191642284393,-0.5022586584091187,0.009602668549482867,0.09799320664965948,542.8254658529938,23.298615105902623
109,8_14_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.12104622274637222,-0.055164989084005356,-0.1999998688697815,-0.4999999403953552,-0.07895364612340927,-0.5551649332046509,0.009604852644194995,0.09800435012893557,542.4579726167025,23.2907271809341
111,12_14_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,-0.05671866610646248,-0.14913050830364227,-0.2999998927116394,-0.4999999403953552,-0.3567185699939728,-0.6491304636001587,0.009617558108046905,0.09806914962436916,541.7666475749501,23.275881241640455
112,14_14_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.09337113052606583,-0.19392096996307373,-0.4999999403953552,-0.4999999403953552,-0.40662881731987,-0.693920910358429,0.00952375725885654,0.09758973951628593,542.1944481203246,23.285069210125286
113,16_14_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.024809516966342926,-0.7777516841888428,-0.4999999403953552,1.7881393432617188e-07,-0.4751904308795929,-0.7777515053749084,0.009488023221348198,0.09740648449332415,541.3950063726948,23.2678964750296
114,18_14_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,-0.07045461982488632,-0.811930775642395,-0.49999991059303284,1.7881393432617188e-07,-0.5704545378684998,-0.8119305968284607,0.009425109063181662,0.09708300089707601,541.1657996315737,23.262970567654804
116,24_14_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,-0.8547477126121521,-1.002129316329956,1.7881393432617188e-07,2.384185791015625e-07,-0.8547475337982178,-1.002129077911377,0.009382386280608921,0.09686271873434547,541.4324879653847,23.268701896869636
117,28_14_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,-1.0279635190963745,-0.8688739538192749,1.1920928955078125e-07,-0.19999992847442627,-1.027963399887085,-1.0688738822937012,0.009361061466988035,0.0967525786064022,541.6585494061201,23.27355901889782
118,32_14_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,-0.9301395416259766,-0.9908740520477295,-0.19999980926513672,-0.19999980926513672,-1.1301393508911133,-1.1908738613128662,0.009551090585111882,0.09772968118801924,542.1027964389875,23.2831010915425
119,36_14_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,-1.09462571144104,-1.095238447189331,-0.19999980926513672,-0.2999999523162842,-1.2946255207061768,-1.3952383995056152,0.009627876093661112,0.09812174118747136,541.8430510903307,23.277522443128063
121,0_16_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,-0.008797562681138515,0.14936430752277374,1.7881393432617188e-07,-0.1999998688697815,-0.00879738386720419,-0.05063556134700775,0.009579805248968216,0.09787647954931877,542.5344380119408,23.292368664692322
122,2_16_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,-0.08043012022972107,0.0925474688410759,1.7881393432617188e-07,-0.1999998688697815,-0.08042994141578674,-0.1074524000287056,0.009520999607687222,0.09757560969672299,541.9533921718045,23.27989244330404
123,4_16_0.txt,train,bounded,sx0.100_sy0.100_a0.0,0.1,0.1,0.0,0.07645853608846664,0.05618525296449661,-0.2999998927116394,-0.1999998688697815,-0.22354134917259216,-0.14381462335586548,0.00949130249709616,0.09742331598285987,541.8910801640025,23.278554082330853
